travelTimeMeta_ID,site_ID,citation_ID,name,longitude,latitude,method,date,quality,VelocityDataType,vsz_value,vsz_unit,z_value,z_unit,depth_unit,traveltime_unit,DGWT,,
861,4088,80,SBC104,-117.365,34.4641,SCPT,2001.5.3,,Vs,413.6834,m/s,5.2,m,m,m/s,#N/A,,old
862,4089,80,SBC106,-117.542,34.5958,SCPT,2001.5.4,,Vs,464.1757,m/s,12.05,m,m,m/s,#N/A,,old
863,4090,80,SBC107,-117.542,34.5695,SCPT,2001.5.4,,Vs,381.0385,m/s,14.75,m,m,m/s,#N/A,,old
864,4091,80,SBC108,-117.542,34.543,SCPT,2001.5.4,,Vs,307.6425,m/s,4.75,m,m,m/s,#N/A,,old
865,4092,80,SBC109,-117.542,34.5215,SCPT,2001.5.4,,Vs,335.0715,m/s,17.35,m,m,m/s,#N/A,,old
866,4093,80,SBC110,-117.619,34.4898,SCPT,2001.5.4,,Vs,290.0339,m/s,9.4,m,m,m/s,#N/A,,old
867,4094,80,SBC111,-117.629,34.5122,SCPT,2001.5.5,,Vs,358.4835,m/s,9.55,m,m,m/s,#N/A,,old
868,4095,80,SBC112,-117.63,34.5161,SCPT,2001.5.5,,Vs,296.2595,m/s,8.95,m,m,m/s,#N/A,,old
869,4096,80,SBC113,-117.359,34.4675,SCPT,2001.5.5,,Vs,409.9906,m/s,8.7,m,m,m/s,#N/A,,old
870,4097,80,SBC114,-117.357,34.4671,SCPT,2001.5.5,,Vs,312.5,m/s,13.05,m,m,m/s,#N/A,,old
871,4098,80,SBC115,-117.403,34.422,SCPT,2001.5.5,,Vs,325.1721,m/s,12.75,m,m,m/s,#N/A,,old
872,4099,80,SBC116,-116.274,34.1398,SCPT,2001.5.6,,Vs,220.6821,m/s,12.1,m,m,m/s,#N/A,,old
873,4100,80,SBC117,-116.276,34.1407,SCPT,2001.5.6,,Vs,264.7797,m/s,11.6,m,m,m/s,#N/A,,old
874,4101,80,SBC118,-116.274,34.1418,SCPT,2001.5.6,,Vs,343.1509,m/s,12.35,m,m,m/s,#N/A,,old
875,4102,80,SBC120,-116.276,34.1398,SCPT,2001.5.6,,Vs,290.6977,m/s,11.5,m,m,m/s,#N/A,,old
876,4103,80,SBC121,-116.301,34.1362,SCPT,2001.5.7,,Vs,191.8605,m/s,9.9,m,m,m/s,#N/A,,old
877,4104,80,SBC122,-116.302,34.1361,SCPT,2001.5.7,,Vs,221.1934,m/s,8.6,m,m,m/s,#N/A,,old
878,4105,80,SBC123,-116.245,34.1419,SCPT,2001.5.7,,Vs,215.9118,m/s,9.2,m,m,m/s,#N/A,,old
879,4106,80,SBC125,-116.29,34.1454,SCPT,2001.5.7,,Vs,236.7942,m/s,11.7,m,m,m/s,#N/A,,old
880,4107,80,SBC126,-116.281,34.0885,SCPT,2001.5.8,,Vs,194.6513,m/s,5.75,m,m,m/s,#N/A,,old
881,4108,80,SBC127,-116.279,34.0885,SCPT,2001.5.8,,Vs,270.4874,m/s,10.1,m,m,m/s,#N/A,,old
882,4109,80,SBC129,-116.281,34.0899,SCPT,2001.5.8,,Vs,268.6219,m/s,10.35,m,m,m/s,#N/A,,old
883,4110,80,SBC130,-116.292,34.1411,SCPT,2001.5.8,,Vs,277.6119,m/s,13.95,m,m,m/s,#N/A,,old
884,4111,80,SBC131,-116.332,34.1417,SCPT,2001.5.8,,Vs,303.6595,m/s,11.7,m,m,m/s,#N/A,,old
885,4112,80,SBC132,-117.571,34.5171,SCPT,2001.5.9,,Vs,413.5461,m/s,12.7,m,m,m/s,#N/A,,old
886,4113,80,SBC133,-117.603,34.5138,SCPT,2001.5.9,,Vs,354.7379,m/s,14.75,m,m,m/s,#N/A,,old
887,4114,80,SCC001 ,-122.1646,37.4324,SCPT,1999.4.14,,Vs,318.0952,m/s,8.35,m,m,m/s,#N/A,,#N/A
888,4115,80,SCC003,-122.1156,37.4515,SCPT,1999.9.8,,Vs,193.398,m/s,15.35,m,m,m/s,#N/A,,old
889,4116,80,SCC004,-122.1153,37.4394,SCPT,1999.9.9,,Vs,211.8721,m/s,11.6,m,m,m/s,#N/A,,old
890,4117,80,SCC005,-122.1186,37.4364,SCPT,1999.9.9,,Vs,209.5588,m/s,19.95,m,m,m/s,-,,old
891,4118,80,SCC006,-122.1175,37.456,SCPT,1998.3.19,,Vs,175.6757,m/s,31.2,m,m,m/s,#N/A,,old
892,4119,80,SCC008,-121.9154,37.4531,SCPT,1999.9.20,,Vs,216.5422,m/s,18.85,m,m,m/s,-,,old
893,4120,80,SCC009,-121.9121,37.4432,SCPT,1999.9.21,,Vs,196.0458,m/s,17.65,m,m,m/s,-,,old
894,4121,80,SCC010,-121.8747,37.4252,SCPT,1999.9.22,,Vs,269.0892,m/s,17.55,m,m,m/s,-,,old
895,4122,80,SCC011,-121.8806,37.423,SCPT,1999.9.22,,Vs,261.0374,m/s,15.55,m,m,m/s,-,,old
896,4123,80,SCC012,-121.9146,37.4299,SCPT,1999.9.23,,Vs,200.762,m/s,13.7,m,m,m/s,-,,old
897,4124,80,SCC013,-121.9286,37.4231,SCPT,1999.9.23,,Vs,210.7602,m/s,17.55,m,m,m/s,-,,old
898,4125,80,SCC014,-121.924,37.4245,SCPT,1999.9.28,,Vs,257.3716,m/s,25.4,m,m,m/s,-,,old
899,4126,80,SCC015,-122.1297,37.4306,SCPT,1999.9.28,,Vs,219.7592,m/s,23,m,m,m/s,-,,old
900,4127,80,SCC016,-121.9462,37.4192,SCPT,1999.10.4,,Vs,300.9649,m/s,19.65,m,m,m/s,-,,old
901,4128,80,SCC017,-121.9497,37.4191,SCPT,1999.10.4,,Vs,212.9023,m/s,14.95,m,m,m/s,-,,old
902,4129,80,SCC018,-121.9949,37.4109,SCPT,1999.10.5,,Vs,236.6157,m/s,14.85,m,m,m/s,-,,old
903,4130,80,SCC019,-122.0217,37.3957,SCPT,1999.10.5,,Vs,219.5846,m/s,14.8,m,m,m/s,-,,old
904,4131,80,SCC021,-121.9994,37.3966,SCPT,1999.10.6,,Vs,228.3417,m/s,15.05,m,m,m/s,-,,old
905,4132,80,SCC022,-122.0135,37.3869,SCPT,1999.10.6,,Vs,215.2578,m/s,16.45,m,m,m/s,-,,old
906,4133,80,SCC023,-122.0393,37.3762,SCPT,1999.10.13,,Vs,281.7919,m/s,13.65,m,m,m/s,-,,old
907,4134,80,SCC026,-122.0267,37.3821,SCPT,1999.10.13,,Vs,255.9682,m/s,9.65,m,m,m/s,-,,old
908,4135,80,SCC028,-121.9824,37.3922,SCPT,1999.10.15,,Vs,252.563,m/s,23.65,m,m,m/s,-,,old
909,4136,80,SCC030,-122.0987,37.4123,SCPT,1999.10.19,,Vs,218.4285,m/s,14.65,m,m,m/s,-,,old
910,4137,80,SCC032,-122.0832,37.4051,SCPT,1999.10.19,,Vs,215.592,m/s,16.15,m,m,m/s,-,,old
911,4138,80,SCC033,-122.0657,37.4021,SCPT,1999.10.20,,Vs,273.8163,m/s,14.4,m,m,m/s,-,,old
912,4139,80,SCC034,-122.076,37.4047,SCPT,1999.10.20,,Vs,202.2711,m/s,8.55,m,m,m/s,-,,old
913,4140,80,SCC035,-122.0217,37.3957,SCPT,1999.10.26,,Vs,230.3143,m/s,14.8,m,m,m/s,-,,old
914,4141,80,SCC036,-122.1459,37.4496,SCPT,1999.10.28,,Vs,186.6883,m/s,11.5,m,m,m/s,-,,old
915,4142,80,SCC037,-122.0597,37.3945,SCPT,1999.11.10,,Vs,233.7662,m/s,14.4,m,m,m/s,-,,old
916,4143,80,SCC039,-121.9942,37.3999,SCPT,1999.11.19,,Vs,240.7889,m/s,15.75,m,m,m/s,-,,old
917,4144,80,SCC042,-121.9865,37.4106,SCPT,1999.12.29,,Vs,230.933,m/s,24.95,m,m,m/s,-,,old
918,4145,80,SCC043,-121.9598,37.4102,SCPT,1999.12.29,,Vs,252.4131,m/s,29.55,m,m,m/s,#N/A,,old
919,4146,80,SCC045,-121.9265,37.4127,SCPT,1999.12.30,,Vs,251.3393,m/s,28.15,m,m,m/s,-,,old
920,4147,80,SCC046,-121.9317,37.4166,SCPT,2000.1.4,,Vs,214.7063,m/s,14.95,m,m,m/s,-,,old
921,4148,80,SCC047,-121.9763,37.422,SCPT,2000.1.4,,Vs,216.2162,m/s,21.6,m,m,m/s,#N/A,,old
922,4149,80,SCC048,-121.9767,37.4078,SCPT,2000.1.7,,Vs,207.2394,m/s,18.55,m,m,m/s,-,,old
923,4150,80,SCC049,-121.987,37.3951,SCPT,2000.1.7,,Vs,236.6151,m/s,18.65,m,m,m/s,-,,old
924,4151,80,SCC050,-121.91,37.3669,SCPT,2000.2.2,,Vs,180.2709,m/s,19.7,m,m,m/s,3.2004,,old
925,4152,80,SCC051,-121.941,37.3545,SCPT,2000.2.2,,Vs,172.7842,m/s,9.65,m,m,m/s,dry,,old
926,4153,80,SCC052,-122.0044,37.3273,SCPT,2000.2.3,,Vs,297.6862,m/s,10.55,m,m,m/s,dry,,old
927,4154,80,SCC053,-121.9745,37.3595,SCPT,2000.2.3,,Vs,223.9376,m/s,14.65,m,m,m/s,2.286,,old
928,4155,80,SCC054,-122.0822,37.4209,SCPT,2000.4.19,,Vs,232.6176,m/s,13.65,m,m,m/s,3.9624,,old
929,4156,80,SCC055,-121.9685,37.4014,SCPT,2000.4.20,,Vs,209.3407,m/s,17.75,m,m,m/s,3.048,,old
930,4157,80,SCC056,-121.9569,37.3914,SCPT,2000.4.20,,Vs,231.1644,m/s,17.55,m,m,m/s,Dry to 0.6,,old
931,4158,80,SCC057,-121.9456,37.3903,SCPT,2000.4.21,,Vs,206.3733,m/s,13.6,m,m,m/s,2.7432,,old
932,4159,80,SCC060,-121.9346,37.3689,SCPT,2000.5.25,,Vs,202.9221,m/s,15,m,m,m/s,-,,old
933,4160,80,SCC061,-121.9374,37.3633,SCPT,2000.5.25,,Vs,194.4248,m/s,19.25,m,m,m/s,-,,old
934,4161,80,SCC064,-121.9266,37.3552,SCPT,2000.5.25,,Vs,145.4044,m/s,6.85,m,m,m/s,-,,old
935,4162,80,SCC066,-121.9178,37.3597,SCPT,2000.5.25,,Vs,182.0959,m/s,15.5,m,m,m/s,-,,old
936,4163,80,SCC067,-122.019,37.4176,SCPT,2000.6.6,,Vs,221.5495,m/s,16.1,m,m,m/s,-,,old
937,4164,80,SCC069,-122.0202,37.412,SCPT,2000.6.6,,Vs,229.3755,m/s,17.85,m,m,m/s,-,,old
938,4165,80,SCC070,-121.9802,37.4299,SCPT,2000.6.6,,Vs,194.5589,m/s,11.8,m,m,m/s,#N/A,,old
939,4166,80,SCC073,-121.9156,37.357,SCPT,2000.6.12,,Vs,186.9847,m/s,12.7,m,m,m/s,-,,old
940,4167,80,SCC076,-121.9267,37.426,SCPT,2000.6.13,,Vs,213.4338,m/s,13.6,m,m,m/s,-,,old
941,4168,80,SCC077,-121.9287,37.4329,SCPT,2000.6.13,,Vs,209.1147,m/s,18.4,m,m,m/s,-,,old
942,4169,80,SCC079,-121.9243,37.4053,SCPT,2000.6.13,,Vs,205.9732,m/s,14,m,m,m/s,-,,old
943,4170,80,SCC081,-121.9159,37.3974,SCPT,2000.6.13,,Vs,251.7986,m/s,11.9,m,m,m/s,-,,old
944,4171,80,SCC082,-122.0439,37.4052,SCPT,2000.6.20,,Vs,231.8239,m/s,12.85,m,m,m/s,-,,old
945,4172,80,SCC084,-122.0465,37.4108,SCPT,2000.6.20,,Vs,225.8713,m/s,16.85,m,m,m/s,-,,old
946,4173,80,SCC085,-122.05,37.4176,SCPT,2000.6.20,,Vs,241.0125,m/s,17.9,m,m,m/s,-,,old
947,4174,80,SCC086,-122.053,37.4235,SCPT,2000.6.20,,Vs,240.0183,m/s,15.75,m,m,m/s,-,,old
948,4175,80,SCC088,-122.0578,37.4257,SCPT,2000.6.20,,Vs,247.9132,m/s,14.85,m,m,m/s,-,,old
949,4176,80,SCC089,-121.9222,37.3574,SCPT,2000.6.21,,Vs,199.3338,m/s,18.55,m,m,m/s,-,,old
950,4177,80,SCC092,-121.9189,37.3547,SCPT,2000.6.21,,Vs,196.3578,m/s,15.85,m,m,m/s,-,,old
951,4178,80,SCC093,-121.928,37.3629,SCPT,2000.6.21,,Vs,195.2997,m/s,17.95,m,m,m/s,-,,old
952,4179,80,SCC095,-122.0484,37.4049,SCPT,2000.6.26,,Vs,239.7667,m/s,22.2,m,m,m/s,-,,old
953,4180,80,SCC096,-122.0384,37.4024,SCPT,2000.6.26,,Vs,215.5589,m/s,15.6,m,m,m/s,-,,old
954,4181,80,SCC097,-122.0413,37.4269,SCPT,2000.6.26,,Vs,246.2277,m/s,17.95,m,m,m/s,-,,old
955,4182,80,SCC098,-122.0683,37.4275,SCPT,2000.6.26,,Vs,232.9528,m/s,15.1,m,m,m/s,-,,old
956,4183,80,SCC099,-121.9079,37.346,SCPT,2000.6.29,,Vs,148.0652,m/s,11.9,m,m,m/s,-,,old
957,4184,80,SCC101,-121.8901,37.3766,SCPT,2000.6.30,,Vs,216.576,m/s,23.1,m,m,m/s,#N/A,,old
958,4185,80,SCC102,-121.8639,37.3243,SCPT,2000.6.30,,Vs,219.307,m/s,21.9,m,m,m/s,-,,old
959,4186,80,SCC103,-121.8987,37.3342,SCPT,2000.7.12,,Vs,186.6759,m/s,13.45,m,m,m/s,-,,old
960,4187,80,SCC104,-121.8928,37.3285,SCPT,2000.7.12,,Vs,176.299,m/s,13.3,m,m,m/s,-,,old
961,4188,80,SCC106,-121.8839,37.3514,SCPT,2000.7.18,,Vs,222.6886,m/s,19.1,m,m,m/s,-,,old
962,4189,80,SCC108,-121.8754,37.3573,SCPT,2000.7.18,,Vs,194.4345,m/s,16.35,m,m,m/s,#N/A,,old
963,4190,80,SCC109,-121.8761,37.3557,SCPT,2000.7.18,,Vs,224.7919,m/s,12.15,m,m,m/s,-,,old
964,4191,80,SCC111,-121.8721,37.3473,SCPT,2000.7.18,,Vs,221.629,m/s,17.85,m,m,m/s,-,,old
965,4192,80,SCC112,-121.8682,37.3342,SCPT,2000.7.19,,Vs,241.7419,m/s,21.15,m,m,m/s,-,,old
966,4193,80,SCC113,-121.8944,37.377,SCPT,2000.7.19,,Vs,221.4827,m/s,19.3,m,m,m/s,#N/A,,old
967,4194,80,SCC114,-121.9668,37.4257,SCPT,2000.7.19,,Vs,228.4364,m/s,23.2,m,m,m/s,#N/A,,old
968,4195,80,SCC116,-121.8324,37.3712,SCPT,2000.7.31,,Vs,266.4605,m/s,14.65,m,m,m/s,#N/A,,old
969,4196,80,SCC117,-121.8776,37.3445,SCPT,2000.7.31,,Vs,200.9196,m/s,20.1,m,m,m/s,-,,old
970,4197,80,SCC118,-121.8901,37.3647,SCPT,2000.8.3,,Vs,180.1406,m/s,16.4,m,m,m/s,-,,old
971,4198,80,SCC119,-121.9053,37.3751,SCPT,2000.8.3,,Vs,203.5133,m/s,14.25,m,m,m/s,-,,old
972,4199,80,SCC120,-121.8825,37.3719,SCPT,2000.8.3,,Vs,224.6984,m/s,18.25,m,m,m/s,-,,old
973,4200,80,SCC123,-121.8601,37.356,SCPT,2000.8.11,,Vs,174.0066,m/s,13.75,m,m,m/s,-,,old
974,4201,80,SCC124,-121.8733,37.3764,SCPT,2000.8.11,,Vs,238.0952,m/s,15,m,m,m/s,-,,old
975,4202,80,SCC125,-121.8659,37.3823,SCPT,2000.8.16,,Vs,253.6462,m/s,8,m,m,m/s,-,,old
976,4203,80,SCC126,-121.8556,37.3879,SCPT,2000.8.16,,Vs,268.3983,m/s,3.1,m,m,m/s,-,,old
977,4204,80,SCC127,-121.8272,37.4022,SCPT,2000.8.17,,Vs,236.5357,m/s,3.25,m,m,m/s,#N/A,,old
978,4205,80,SCC128,-121.8471,37.3937,SCPT,2000.8.17,,Vs,252.1334,m/s,3.25,m,m,m/s,-,,old
979,4206,80,SCC129,-121.8885,37.3915,SCPT,2000.8.18,,Vs,230.1706,m/s,24.55,m,m,m/s,-,,old
980,4207,80,SCC130,-121.8595,37.4055,SCPT,2000.8.18,,Vs,230.708,m/s,2.9,m,m,m/s,-,,old
981,4208,80,SCC131,-121.8695,37.3367,SCPT,2000.8.24,,Vs,248.2316,m/s,38.25,m,m,m/s,#N/A,,old
982,4209,80,SCC132,-121.9441,37.2768,SCPT,2001.7.18,,Vs,253.3609,m/s,4.9,m,m,m/s,-,,old
983,4210,80,SCC133,-121.9032,37.3163,SCPT,2001.7.18,,Vs,219.3554,m/s,23.55,m,m,m/s,#N/A,,old
984,4211,80,SCC134,-121.9435,37.3178,SCPT,2002.2.14,,Vs,269.01,m/s,18.75,m,m,m/s,-,,old
985,4212,80,SCC135,-121.9363,37.3777,SCPT,2002.8.20,,Vs,223.507,m/s,18.75,m,m,m/s,13,,old
986,4213,80,SCC168,-121.7973,37.316,SCPT,2003.3.27,,Vs,373.6034,m/s,26.75,m,m,m/s,6.6,,old
987,4214,80,SCC169,-122.1046,37.4587,SCPT,2003.4.30,,Vs,177.9652,m/s,33.55,m,m,m/s,#N/A,,old
988,4215,80,SCC170,-122.1351,37.4524,SCPT,2003.8.21,,Vs,243.994,m/s,9.75,m,m,m/s,#N/A,,old
989,4216,80,SCC171,-122.1351,37.4524,SCPT,2003.8.21,,Vs,267.7479,m/s,26.25,m,m,m/s,3.5,,old
990,4217,80,SCC174,-122.0649,37.3346,SCPT,2003.9.2,,Vs,350.6761,m/s,15.3,m,m,m/s,#N/A,,old
991,4218,80,SCC175,-122.1192,37.3999,SCPT,2006.8.1,,Vs,534.1696,m/s,12.35,m,m,m/s,#N/A,,old
992,4219,80,SCC176,-122.1,37.383,SCPT,2006.8.1,,Vs,368.872,m/s,7.75,m,m,m/s,#N/A,,old
993,4220,80,SCC177,-122.0505,37.3374,SCPT,2006.8.1,,Vs,426.6389,m/s,4.1,m,m,m/s,#N/A,,old
994,4221,80,SCC178,-122.0449,37.3447,SCPT,2006.8.1,,Vs,350.3961,m/s,5.75,m,m,m/s,#N/A,,old
995,4222,80,SCC179,-122.0648,37.3521,SCPT,2006.8.1,,Vs,213.9933,m/s,5.75,m,m,m/s,-,,old
996,4223,80,SCC180,-122.055,37.3588,SCPT,2006.8.8,,Vs,345.8529,m/s,11.05,m,m,m/s,-,,old
997,4224,80,SCC181,-122.0153,37.3384,SCPT,2006.8.8,,Vs,345.0755,m/s,4.8,m,m,m/s,#N/A,,old
998,4225,80,SCC182,-121.9914,37.3373,SCPT,2006.8.8,,Vs,334.1701,m/s,10.65,m,m,m/s,-,,old
999,4226,80,SCC183,-121.9437,37.3424,SCPT,2006.8.8,,Vs,228.3985,m/s,20.75,m,m,m/s,-,,old
1000,4227,80,SCC184,-121.953,37.331,SCPT,2006.8.9,,Vs,296.2762,m/s,10.9,m,m,m/s,-,,old
1001,4228,80,SCC185,-121.9487,37.3137,SCPT,2006.8.9,,Vs,279.2672,m/s,12.5,m,m,m/s,-,,old
1002,4229,80,SCC186,-121.9481,37.301,SCPT,2006.8.9,,Vs,297.1387,m/s,8.1,m,m,m/s,-,,old
1003,4230,80,SCC187,-121.9335,37.3053,SCPT,2006.8.15,,Vs,276.4706,m/s,11.75,m,m,m/s,-,,old
1004,4231,80,SCC188,-121.9245,37.2824,SCPT,2006.8.15,,Vs,257.0481,m/s,7.75,m,m,m/s,-,,old
1005,4232,80,SCC189,-121.9057,37.2815,SCPT,2006.8.15,,Vs,259.2267,m/s,8.85,m,m,m/s,-,,old
1006,4233,80,SCC190,-121.8791,37.2868,SCPT,2006.8.15,,Vs,274.8494,m/s,18.25,m,m,m/s,-,,old
1007,4234,80,SCC191,-121.877,37.3044,SCPT,2006.8.15,,Vs,211.9105,m/s,9.75,m,m,m/s,-,,old
1008,4235,80,SCC192,-121.9699,37.3822,SCPT,2006.8.22,,Vs,262.5184,m/s,30.25,m,m,m/s,-,,old
1009,4236,80,SCC193,-121.968,37.3907,SCPT,2006.8.22,,Vs,270.2289,m/s,26.45,m,m,m/s,-,,old
1010,4237,80,SCC194,-121.9393,37.4145,SCPT,2006.8.22,,Vs,237.1472,m/s,20.25,m,m,m/s,-,,old
1011,4238,80,SCC195,-121.8562,37.3505,SCPT,2006.8.23,,Vs,218.1088,m/s,24.45,m,m,m/s,-,,old
1012,4239,80,SCC196,-121.837,37.341,SCPT,2006.8.23,,Vs,214.3609,m/s,24.45,m,m,m/s,-,,old
1013,4240,80,SCC197,-121.8215,37.3124,SCPT,2006.8.23,,Vs,236.953,m/s,20.25,m,m,m/s,-,,old
1014,4241,80,SCC198,-121.9147,37.385,SCPT,2006.8.24,,Vs,249.7225,m/s,20.25,m,m,m/s,-,,old
1015,4242,80,SCC199,-121.9342,37.4052,SCPT,2006.8.24,,Vs,254.2933,m/s,19.25,m,m,m/s,-,,old
1016,4243,80,SCR001,-90.1625,38.6204,SCPT,2008.10.6,,Vs,229.6451,m/s,24.2,m,m,m/s,#N/A,,old
1017,4244,80,SCS001,-90.2123,38.8558,SCPT,2008.10.6,,Vs,223.4559,m/s,23.95,m,m,m/s,#N/A,,old
1018,4245,80,SCT001,-86.2934,45.9584,SCPT,2004.9.11,,Vs,217.4172,m/s,18.25,m,m,m/s,-,,old
1019,4246,80,SCT002,-86.3062,45.9675,SCPT,2004.9.11,,Vs,220.2181,m/s,15.75,m,m,m/s,-,,old
1020,4247,80,SCT003,-86.3031,45.9652,SCPT,2004.9.11,,Vs,230.2944,m/s,19.4,m,m,m/s,-,,old
1021,4248,80,SCT004,-86.2999,45.9629,SCPT,2004.9.11,,Vs,237.1826,m/s,29.7,m,m,m/s,-,,old
1022,4249,80,SCT005,-86.2967,45.9607,SCPT,2004.9.11,,Vs,201.8189,m/s,19.75,m,m,m/s,-,,old
1023,4250,80,SCT006,-86.3127,45.9181,SCPT,2004.9.12,,Vs,195.8032,m/s,13.25,m,m,m/s,-,,old
1024,4251,80,SCT007,-86.2974,45.925,SCPT,2004.9.12,,Vs,253.6339,m/s,8.55,m,m,m/s,-,,old
1025,4252,80,SCT008,-86.283,45.9388,SCPT,2004.9.12,,Vs,194.378,m/s,6.5,m,m,m/s,-,,old
1026,4253,80,SCT010,-86.2613,45.9568,SCPT,2004.9.13,,Vs,196.8127,m/s,12.35,m,m,m/s,-,,old
1027,4254,80,SCT011,-86.2693,45.9551,SCPT,2004.9.13,,Vs,193.2537,m/s,13.75,m,m,m/s,-,,old
1028,4255,80,SCT012,-86.2704,45.9651,SCPT,2004.9.13,,Vs,216.3307,m/s,16.85,m,m,m/s,-,,old
1029,4256,80,SFC001,-90.4376,35.0198,SCPT,2003.10.3,,Vs,224.654,m/s,32.95,m,m,m/s,>6.4,,old
1030,4257,80,SFC002,-90.4376,35.049,SCPT,2003.10.3,,Vs,204.1484,m/s,21.85,m,m,m/s,>.8,,old
1031,4258,80,SFO036,-122.3893,37.7869,SCPT,2003.5.1,,Vs,334.5133,m/s,18.9,m,m,m/s,#N/A,,old
1032,4259,80,SFO037,-122.477,37.7978,SCPT,2003.6.2,,Vs,374.415,m/s,9.6,m,m,m/s,#N/A,,old
1033,4260,80,SMC008,-122.1726,37.4562,SCPT,1999.4.26,,Vs,302.9975,m/s,28,m,m,m/s,#N/A,,old
1034,4261,80,SMC009,-122.2477,37.5558,SCPT,1999.5.3,,Vs,144.5142,m/s,38,m,m,m/s,#N/A,,old
1035,4262,80,SMC010,-122.2477,37.5558,SCPT,1999.5.21,,Vs,97.3921,m/s,9,m,m,m/s,#N/A,,old
1036,4263,80,SMC013,-122.2014,37.4232,SCPT,2001.10.18,,Vs,298.112,m/s,18,m,m,m/s,#N/A,,old
1037,4264,80,SMC014,-122.1726,37.4562,SCPT,2001.11.2,,Vs,304.7619,m/s,16,m,m,m/s,#N/A,,old
1038,4265,80,SMC015,-122.17,37.4549,SCPT,2005.11.7,,Vs,289.2212,m/s,30.75,m,m,m/s,#N/A,,old
1039,4266,80,SMC016,-122.1694,37.4549,SCPT,2005.11.8,,Vs,321.5598,m/s,15.75,m,m,m/s,#N/A,,old
1040,4267,80,SMC017,-122.1685,37.4545,SCPT,2005.11.8,,Vs,288.1227,m/s,30.25,m,m,m/s,#N/A,,old
1042,4269,80,SMC018,-122.1677,37.4519,SCPT,2006.3.24,,Vs,338.3459,m/s,18.45,m,m,m/s,#N/A,,old
1043,4270,80,SMC020,-122.4539,37.672,SCPT,2009.11.18,,Vs,249.5185,m/s,14.25,m,m,m/s,#N/A,,old
1044,4271,80,SMC021,-122.4511,37.6694,SCPT,2009.11.18,,Vs,209.4241,m/s,16,m,m,m/s,#N/A,,old
1045,4272,80,SMC022,-122.4682,37.6842,SCPT,2010.2.10,,Vs,302.5686,m/s,6.95,m,m,m/s,#N/A,,old
1046,4273,80,SMC023,-122.4593,37.6747,SCPT,2010.2.10,,Vs,224.3481,m/s,13.25,m,m,m/s,#N/A,,old
1047,4274,80,SNC001,-122.1628,38.2341,SCPT,2004.3.16,,Vs,221.5616,m/s,19.75,m,m,m/s,#N/A,,old
1048,4275,80,SOC002,-120.6254,35.1098,SCPT,2004.2.23,,Vs,186.7985,m/s,22.3,m,m,m/s,#N/A,,old
1049,4276,80,SOC003,-120.6252,35.1099,SCPT,2004.2.23,,Vs,191.2648,m/s,19.75,m,m,m/s,#N/A,,old
1050,4277,80,SOC004,-120.625,35.11,SCPT,2004.2.24,,Vs,190.9873,m/s,19.75,m,m,m/s,#N/A,,old
1051,4278,80,SOC005,-120.6248,35.1101,SCPT,2004.2.24,,Vs,233.4966,m/s,25.75,m,m,m/s,#N/A,,old
1052,4279,80,SOC006,-120.6299,35.1043,SCPT,2004.2.24,,Vs,203.4501,m/s,15.45,m,m,m/s,#N/A,,old
1053,4280,80,SOC007,-120.6288,35.1043,SCPT,2004.2.24,,Vs,196.3198,m/s,15.15,m,m,m/s,#N/A,,old
1054,4281,80,SOC008,-120.6284,35.1044,SCPT,2004.2.24,,Vs,178.1034,m/s,14.95,m,m,m/s,#N/A,,old
1055,4282,80,SOC009,-120.6278,35.1046,SCPT,2004.2.25,,Vs,220.4667,m/s,24,m,m,m/s,#N/A,,old
1056,4283,80,SOC010,-120.6239,35.1079,SCPT,2004.2.25,,Vs,242.361,m/s,19.75,m,m,m/s,#N/A,,old
1057,4284,80,SOC011,-120.6247,35.1078,SCPT,2004.2.25,,Vs,201.6129,m/s,13.25,m,m,m/s,#N/A,,old
1058,4285,80,SOC012,-120.6248,35.1077,SCPT,2004.2.25,,Vs,1230.9758,m/s,13.75,m,m,m/s,#N/A,,old
1059,4286,80,SOC013,-120.6245,35.1086,SCPT,2004.2.26,,Vs,251.1674,m/s,17.75,m,m,m/s,#N/A,,old
1060,4287,80,SOC014,-120.6247,35.1085,SCPT,2004.2.26,,Vs,243.4534,m/s,17.85,m,m,m/s,#N/A,,old
1061,4288,80,SOC015,-120.625,35.1084,SCPT,2004.2.26,,Vs,188.0195,m/s,18.55,m,m,m/s,#N/A,,old
1062,4289,80,SOC016,-120.6242,35.1078,SCPT,2004.2.26,,Vs,242.2332,m/s,15.75,m,m,m/s,#N/A,,old
1063,4290,80,SOC017,-120.6253,35.1091,SCPT,2004.2.27,,Vs,170.6907,m/s,17.25,m,m,m/s,#N/A,,old
1064,4291,80,SOC018,-120.6249,35.1093,SCPT,2004.2.27,,Vs,197.1461,m/s,15.75,m,m,m/s,#N/A,,old
1065,4292,80,SOC019,-120.6223,35.1089,SCPT,2004.2.27,,Vs,268.8172,m/s,16.25,m,m,m/s,#N/A,,old
1066,4293,80,SOC020,-120.6215,35.1108,SCPT,2004.2.27,,Vs,256.1416,m/s,22,m,m,m/s,#N/A,,old
1067,4294,80,SOC021,-120.623,35.11,SCPT,2004.2.27,,Vs,261.9048,m/s,18.7,m,m,m/s,#N/A,,old
